                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    252,                0.13693,                 1.0044,                0.09203,                0.14139,                0.96127,                      1,                      1,                  0.995,                0.98263,                  0.964,                0.93975,                0.97129,                0.70403,                0.27188,                 1.5191,                0.12568,                0.27382,                0.66802,                0.00101,                0.00101,                0.00101
                    253,                0.13818,                 1.1457,                0.09496,                0.14273,                0.94388,                0.99906,                      1,                  0.995,                0.98332,                0.96998,                0.94737,                0.97117,                 0.7628,                0.27505,                 1.4565,                0.12302,                0.27317,                0.67118,               0.001006,               0.001006,               0.001006
                    254,                0.12761,                 0.9688,                0.08569,                0.13139,                0.96753,                0.99909,                      1,                  0.995,                0.98388,                0.96182,                0.94737,                0.96946,                0.78941,                0.28109,                 1.3817,                0.12235,                0.28044,                 0.6605,              0.0010021,              0.0010021,              0.0010021
                    255,                0.13743,                 1.1082,                0.08872,                0.14019,                0.94608,                0.99917,                      1,                  0.995,                0.97171,                0.94297,                0.92982,                0.95911,                0.84245,                0.29426,                 1.2727,                0.11704,                0.33711,                 0.6842,             0.00099812,             0.00099812,             0.00099812
                    256,                 0.1365,                  1.004,                0.08411,                0.14471,                0.94883,                0.99917,                      1,                  0.995,                0.96483,                0.94256,                0.92982,                0.96025,                0.80405,                0.29888,                 1.3166,                0.11656,                0.33076,                0.70288,             0.00099416,             0.00099416,             0.00099416
                    257,                0.12903,                 1.0368,                0.08693,                0.14063,                0.94704,                 0.9991,                      1,                  0.995,                0.97626,                0.95403,                0.94737,                0.97108,                0.79362,                0.27576,                 1.3861,                 0.1187,                0.30772,                 0.6643,              0.0009902,              0.0009902,              0.0009902
                    258,                0.13491,                0.95995,                0.08813,                0.13972,                0.94316,                0.99911,                      1,                  0.995,                0.98351,                0.95213,                0.94737,                0.97065,                0.82023,                0.26634,                 1.2078,                0.12506,                0.30738,                0.65195,             0.00098624,             0.00098624,             0.00098624
                    259,                0.13897,                 1.0813,                0.08499,                0.14101,                0.95995,                0.99908,                      1,                  0.995,                  0.981,                0.98378,                0.98246,                0.98991,                  0.807,                0.27747,                 1.1873,                0.13261,                0.31375,                0.65088,             0.00098228,             0.00098228,             0.00098228
                    260,                0.13927,                  1.038,                0.08029,                0.14026,                0.97993,                0.99905,                      1,                  0.995,                 0.9642,                 0.9469,                0.94737,                0.95917,                0.78025,                0.30265,                 1.2206,                0.14771,                0.35467,                0.70269,             0.00097832,             0.00097832,             0.00097832
                    261,                0.14148,                0.94271,                0.08126,                0.14698,                0.95238,                0.99905,                      1,                  0.995,                0.95911,                0.94682,                0.94737,                0.95914,                0.74502,                0.31859,                 1.2961,                0.13386,                0.38801,                0.74319,             0.00097436,             0.00097436,             0.00097436
                    262,                0.13723,                0.90283,                0.07729,                0.14261,                0.95151,                0.99906,                      1,                  0.995,                0.96673,                 0.9293,                0.92982,                0.95624,                0.79914,                0.31905,                 1.3301,                0.12934,                0.36556,                0.75353,              0.0009704,              0.0009704,              0.0009704
                    263,                0.14253,                 1.0757,                0.08349,                 0.1427,                0.95598,                0.99907,                      1,                  0.995,                0.97614,                0.92929,                0.92982,                0.94597,                0.65819,                0.31174,                 1.6121,                 0.1245,                0.35558,                0.74433,             0.00096644,             0.00096644,             0.00096644
                    264,                0.13549,                0.98574,                0.07925,                0.14591,                0.94639,                 0.9988,                      1,                  0.995,                0.98148,                0.94662,                0.94737,                0.95532,                0.78176,                0.30296,                 1.3488,                0.12334,                0.32054,                0.73707,             0.00096248,             0.00096248,             0.00096248
                    265,                0.13086,                 1.0473,                0.08296,                0.13103,                0.95858,                0.99892,                      1,                  0.995,                0.98292,                0.94726,                0.94737,                0.95233,                 0.7147,                0.28759,                 1.4075,                 0.1291,                0.29131,                 0.7307,             0.00095852,             0.00095852,             0.00095852
                    266,                0.14404,                0.97053,                0.08601,                0.13856,                0.95904,                0.99904,                      1,                  0.995,                0.98002,                0.97015,                0.96491,                0.97917,                0.76333,                 0.3012,                 1.2425,                 0.1331,                0.29684,                0.73489,             0.00095456,             0.00095456,             0.00095456
                    267,                0.13986,                0.89385,                0.08048,                0.13996,                0.95308,                 0.9987,                      1,                  0.995,                0.98296,                0.99109,                0.98246,                0.98963,                0.79912,                0.28905,                 1.1049,                0.13011,                0.35555,                0.70312,              0.0009506,              0.0009506,              0.0009506
                    268,                0.14385,                 1.0965,                0.08334,                0.13453,                0.96793,                0.99883,                      1,                  0.995,                0.98125,                0.96714,                0.94737,                0.96763,                0.81422,                 0.2731,                 1.1102,                 0.1305,                0.29958,                0.68587,             0.00094664,             0.00094664,             0.00094664
                    269,                0.13326,                 1.0717,                0.08794,                0.13101,                0.96305,                0.99903,                      1,                  0.995,                0.98715,                0.99196,                0.98246,                0.98976,                0.76653,                0.28032,                 1.1921,                0.13178,                0.32415,                0.69263,             0.00094268,             0.00094268,             0.00094268
                    270,                0.13495,                   1.02,                0.08749,                0.13076,                0.95441,                0.99906,                      1,                  0.995,                0.98514,                0.98385,                0.98246,                0.98969,                0.76892,                0.28437,                 1.1324,                0.12975,                0.36491,                0.70023,             0.00093872,             0.00093872,             0.00093872
                    271,                0.15159,                0.92296,                0.07376,                0.14165,                0.96392,                0.99907,                      1,                  0.995,                0.98285,                 0.9648,                0.96491,                0.97858,                0.78747,                0.30088,                 1.2984,                0.13001,                0.39187,                0.71035,             0.00093476,             0.00093476,             0.00093476
                    272,                0.14315,                 1.0451,                0.08279,                0.13814,                0.92518,                0.99915,                      1,                  0.995,                0.98329,                0.97044,                0.96491,                0.97845,                0.81778,                0.28344,                 1.2231,                0.12716,                0.42401,                0.69582,              0.0009308,              0.0009308,              0.0009308
                    273,                0.13923,                0.99162,                0.08132,                0.13882,                0.95705,                0.99907,                      1,                  0.995,                0.97998,                0.96489,                0.96491,                0.96371,                0.78684,                0.28833,                 1.1711,                0.12773,                0.39404,                0.70081,             0.00092684,             0.00092684,             0.00092684
                    274,                0.13174,                0.88147,                0.07796,                0.13087,                0.95449,                0.99904,                      1,                  0.995,                0.98176,                0.98195,                0.98246,                0.99032,                0.82904,                0.29706,                 1.0691,                0.12958,                0.30039,                0.69039,             0.00092288,             0.00092288,             0.00092288
                    275,                 0.1371,                0.95648,                0.08419,                0.13858,                0.95185,                0.99907,                      1,                  0.995,                0.98006,                0.98182,                0.98246,                0.99032,                0.81792,                0.29436,                 1.1596,                0.12638,                0.30379,                0.68054,             0.00091892,             0.00091892,             0.00091892
                    276,                0.14076,                0.98552,                0.07687,                0.14028,                0.95229,                 0.9991,                      1,                  0.995,                0.98684,                0.98214,                0.98246,                0.99015,                0.80772,                0.28457,                 1.1767,                0.11731,                0.35161,                 0.6745,             0.00091496,             0.00091496,             0.00091496
                    277,                0.13103,                0.97854,                0.08609,                0.13883,                0.94521,                 0.9991,                      1,                  0.995,                 0.9876,                0.96573,                0.96491,                0.98094,                0.85581,                0.28865,                 1.0723,                0.11815,                 0.3331,                0.68719,               0.000911,               0.000911,               0.000911
                    278,                0.13411,                0.92515,                0.08205,                0.13231,                0.96458,                0.99907,                      1,                  0.995,                0.98191,                0.94722,                0.94737,                0.95324,                0.82419,                0.28412,                 1.1117,                 0.1209,                0.29172,                0.67605,             0.00090704,             0.00090704,             0.00090704
                    279,                0.13002,                0.95133,                0.08313,                0.13411,                0.95323,                0.99908,                      1,                  0.995,                 0.9788,                0.98224,                0.98246,                0.99007,                0.83802,                0.27955,                0.99337,                0.11867,                0.28798,                0.67421,             0.00090308,             0.00090308,             0.00090308
                    280,                0.13498,                0.82123,                0.07634,                0.13984,                0.93768,                0.99907,                      1,                  0.995,                0.97782,                0.98227,                0.98246,                0.99007,                0.82804,                0.27555,                  1.027,                0.12498,                0.33919,                0.67552,             0.00089912,             0.00089912,             0.00089912
                    281,                0.13308,                0.83453,                0.08849,                0.13474,                0.95148,                0.99908,                      1,                  0.995,                  0.983,                0.98211,                0.98246,                0.99041,                0.84676,                0.27112,                 1.0036,                0.12579,                0.31558,                0.66459,             0.00089516,             0.00089516,             0.00089516
                    282,                0.13327,                0.78346,                0.08157,                0.13796,                0.95291,                0.99909,                      1,                  0.995,                0.98344,                0.96476,                0.96491,                0.98122,                0.83044,                0.26149,                 1.0743,                0.12883,                0.31505,                0.65745,              0.0008912,              0.0008912,              0.0008912
                    283,                0.12769,                0.85944,                0.09425,                0.13738,                0.95464,                0.99911,                      1,                  0.995,                0.98366,                0.95707,                0.94737,                0.97153,                0.85786,                0.26367,                 1.0655,                0.12533,                0.33049,                0.66019,             0.00088724,             0.00088724,             0.00088724
                    284,                0.13357,                0.85803,                0.07678,                0.12988,                0.93417,                0.99915,                      1,                  0.995,                0.98369,                 0.9585,                0.94737,                0.97063,                0.80683,                0.27826,                 1.1018,                0.12754,                0.30954,                0.67337,             0.00088328,             0.00088328,             0.00088328
                    285,                0.13974,                0.80965,                0.07617,                0.13538,                0.94663,                0.99914,                      1,                  0.995,                0.98272,                0.97245,                0.96491,                0.97747,                0.84834,                 0.2931,                   1.01,                0.12625,                0.28998,                0.68956,             0.00087932,             0.00087932,             0.00087932
                    286,                0.13384,                 1.0591,                0.08433,                0.13794,                0.93958,                0.99911,                      1,                  0.995,                0.97744,                0.96949,                0.96491,                0.98122,                  0.849,                0.29222,                 1.0103,                0.12334,                0.27249,                0.68929,             0.00087536,             0.00087536,             0.00087536
                    287,                0.13862,                0.78202,                0.07442,                0.13917,                0.95213,                0.99909,                      1,                  0.995,                0.97264,                 0.9647,                0.96491,                0.97961,                0.84357,                0.28784,                 1.0254,                0.12338,                0.28715,                0.70081,              0.0008714,              0.0008714,              0.0008714
                    288,                0.13935,                0.90684,                 0.0838,                0.14089,                0.96221,                0.99891,                      1,                  0.995,                0.96957,                0.94675,                0.94737,                0.96844,                0.79576,                0.28609,                 1.1458,                0.12174,                0.29582,                0.70315,             0.00086744,             0.00086744,             0.00086744
                    289,                0.12988,                0.80582,                0.07774,                0.13978,                  0.952,                0.99907,                      1,                  0.995,                0.97575,                0.96435,                0.96491,                0.98122,                0.83943,                0.28216,                 1.0572,                0.11694,                0.30931,                0.69142,             0.00086348,             0.00086348,             0.00086348
                    290,                0.12954,                0.81077,                0.07672,                0.13202,                0.93834,                      1,                      1,                  0.995,                0.97993,                0.96491,                0.96491,                 0.9815,                0.75908,                0.28267,                 1.1773,                0.11529,                0.31216,                0.67636,             0.00085952,             0.00085952,             0.00085952
                    291,                0.12317,                0.93139,                0.07635,                0.12643,                0.94278,                      1,                      1,                  0.995,                0.98435,                0.92982,                0.92982,                0.95395,                0.79542,                0.27777,                 1.1583,                0.12149,                0.31237,                0.67124,             0.00085556,             0.00085556,             0.00085556
                    292,                 0.1352,                 1.0161,                0.08149,                0.14111,                0.93722,                      1,                      1,                  0.995,                 0.9745,                0.94737,                0.94737,                0.96855,                0.78179,                0.28469,                 1.1263,                0.11792,                0.31392,                0.69363,              0.0008516,              0.0008516,              0.0008516
                    293,                0.13284,                0.87238,                0.07419,                0.13644,                0.95273,                      1,                      1,                  0.995,                0.98036,                0.96491,                0.96491,                0.98114,                0.79457,                0.28413,                 0.9764,                0.11572,                0.32079,                0.68448,             0.00084764,             0.00084764,             0.00084764
                    294,                0.12963,                0.85409,                0.07531,                0.13421,                0.95686,                      1,                      1,                  0.995,                0.97979,                0.98246,                0.98246,                 0.9906,                0.78253,                0.28634,                0.97976,                0.11346,                0.34862,                0.69096,             0.00084368,             0.00084368,             0.00084368
                    295,                0.12034,                0.79658,                0.07576,                 0.1275,                0.94841,                      1,                      1,                  0.995,                0.97476,                0.96491,                0.96491,                0.96614,                0.80559,                0.28398,                 1.0022,                 0.1135,                0.34353,                0.70455,             0.00083972,             0.00083972,             0.00083972
                    296,                0.12849,                 1.0344,                0.07706,                0.13837,                 0.9389,                      1,                      1,                  0.995,                0.98009,                0.96491,                0.96491,                0.96561,                0.80011,                0.29018,                 1.0615,                0.10872,                0.35318,                   0.72,             0.00083576,             0.00083576,             0.00083576
                    297,                0.13314,                0.84741,                 0.0852,                 0.1288,                0.94577,                      1,                      1,                  0.995,                0.98315,                0.94737,                0.94737,                0.97073,                0.82648,                0.28721,                 1.0011,                0.10955,                0.35373,                0.71522,              0.0008318,              0.0008318,              0.0008318
                    298,                0.13343,                0.86782,                0.07526,                0.12927,                0.96985,                0.99911,                      1,                  0.995,                 0.9814,                0.94868,                0.94737,                 0.9699,                0.81259,                 0.2816,                 1.0442,                0.11221,                0.36636,                0.70763,             0.00082784,             0.00082784,             0.00082784
                    299,                0.13225,                0.72896,                0.07487,                0.13288,                 0.9398,                      1,                      1,                  0.995,                0.97561,                0.94954,                0.94737,                0.97164,                0.80324,                0.28431,                 1.0538,                0.11172,                0.40418,                0.71689,             0.00082388,             0.00082388,             0.00082388
                    300,                0.13759,                0.85823,                0.07561,                 0.1334,                0.94139,                0.99883,                      1,                  0.995,                0.96866,                0.94705,                0.94737,                0.97117,                0.83116,                0.28712,                 1.1611,                0.11165,                0.33949,                0.71872,             0.00081992,             0.00081992,             0.00081992
                    301,                0.12898,                0.84671,                0.07913,                0.12948,                0.96215,                 0.9991,                      1,                  0.995,                0.97009,                0.94711,                0.94737,                0.97072,                0.87082,                0.30347,                 1.0032,                 0.1187,                0.30653,                0.73956,             0.00081596,             0.00081596,             0.00081596
                    302,                0.13258,                0.73491,                0.07432,                0.13397,                0.94099,                0.99911,                      1,                  0.995,                0.97279,                0.94709,                0.94737,                0.96883,                0.81811,                0.29828,                 1.0076,                0.12122,                0.28779,                 0.7149,               0.000812,               0.000812,               0.000812
                    303,                0.12113,                0.80224,                0.07546,                 0.1266,                0.94529,                0.99911,                      1,                  0.995,                0.97296,                0.96469,                0.96491,                0.98067,                0.89099,                0.28329,                0.89343,                0.11948,                0.28646,                0.69482,             0.00080804,             0.00080804,             0.00080804
                    304,                0.12974,                0.95983,                0.07218,                0.13143,                 0.9531,                0.99909,                      1,                  0.995,                0.97617,                0.98206,                0.98246,                0.99041,                 0.8295,                0.28303,                0.99037,                0.12417,                0.28577,                0.69102,             0.00080408,             0.00080408,             0.00080408
                    305,                0.12881,                0.83402,                0.07751,                0.13523,                0.94861,                0.99908,                      1,                  0.995,                0.97846,                0.96486,                0.96491,                0.98094,                0.84817,                0.27959,                0.94883,                0.12495,                0.30482,                0.68767,             0.00080012,             0.00080012,             0.00080012
                    306,                0.13019,                0.80144,                0.06872,                0.13251,                0.94896,                0.99907,                      1,                  0.995,                0.97747,                0.98238,                0.98246,                 0.9905,                0.82979,                0.27453,                 1.0043,                0.12909,                 0.3566,                0.67902,             0.00079616,             0.00079616,             0.00079616
                    307,                0.12533,                0.67586,                 0.0754,                0.12855,                0.94563,                0.99908,                      1,                  0.995,                0.97697,                0.98493,                0.98246,                 0.9905,                0.87838,                0.27351,                0.87205,                0.12823,                0.41974,                 0.6735,              0.0007922,              0.0007922,              0.0007922
                    308,                0.12578,                0.80645,                0.07183,                0.12786,                0.94814,                0.99906,                      1,                  0.995,                0.97877,                0.95197,                0.94737,                0.97117,                0.88152,                0.27777,                0.88949,                0.12801,                 0.3883,                0.67064,             0.00078824,             0.00078824,             0.00078824
                    309,                0.12462,                0.74305,                0.07957,                0.12331,                0.94333,                0.99906,                      1,                  0.995,                0.97921,                0.96484,                0.96491,                0.98122,                0.84658,                0.28624,                0.95822,                0.12753,                0.31486,                0.67714,             0.00078428,             0.00078428,             0.00078428
                    310,                0.12179,                0.79137,                0.08057,                 0.1279,                0.93889,                0.99907,                      1,                  0.995,                0.98048,                0.96482,                0.96491,                0.98094,                 0.8609,                 0.2811,                0.97467,                0.12537,                0.30304,                  0.673,             0.00078032,             0.00078032,             0.00078032
                    311,                0.12766,                0.78367,                0.07538,                0.12392,                0.94108,                0.99906,                      1,                  0.995,                0.98626,                 0.9822,                0.98246,                 0.9905,                0.88231,                0.27581,                0.85345,                0.12367,                 0.3137,                0.66558,             0.00077636,             0.00077636,             0.00077636
                    312,                0.12469,                0.88339,                0.07333,                0.13121,                0.92516,                0.99873,                      1,                  0.995,                0.98501,                0.98406,                0.98246,                0.99041,                0.85488,                0.27578,                0.87687,                0.12499,                0.26911,                0.66655,              0.0007724,              0.0007724,              0.0007724
                    313,                0.13149,                0.85897,                0.07207,                0.13522,                0.96364,                0.99852,                      1,                  0.995,                0.98324,                0.98522,                0.98246,                0.99032,                0.86067,                0.27112,                0.92568,                0.12711,                0.28032,                 0.6628,             0.00076844,             0.00076844,             0.00076844
                    314,                0.11716,                 0.7035,                0.07134,                 0.1226,                 0.9345,                0.99852,                      1,                  0.995,                0.98134,                0.98249,                0.98246,                0.99041,                0.86881,                0.26748,                0.90015,                0.12789,                 0.3013,                0.66063,             0.00076448,             0.00076448,             0.00076448
                    315,                 0.1244,                 0.7293,                0.07843,                0.12586,                0.94081,                  0.999,                      1,                  0.995,                0.98275,                0.98233,                0.98246,                0.99041,                0.83472,                0.27654,                0.92895,                0.11905,                0.30426,                0.66976,             0.00076052,             0.00076052,             0.00076052
                    316,                0.12714,                0.72361,                0.07651,                0.13438,                0.94593,                0.99854,                      1,                  0.995,                0.98213,                0.98177,                0.98246,                0.99041,                0.85325,                0.28579,                 1.0025,                0.11409,                0.32511,                0.69554,             0.00075656,             0.00075656,             0.00075656
                    317,                0.12765,                0.73122,                0.07502,                0.13564,                0.93441,                0.99883,                      1,                  0.995,                0.98203,                0.96439,                0.96491,                0.98094,                0.81763,                0.29428,                 1.0706,                0.12081,                0.30251,                0.71847,              0.0007526,              0.0007526,              0.0007526
                    318,                0.13095,                0.65935,                0.07583,                0.13134,                0.96008,                0.99903,                      1,                  0.995,                0.97824,                0.96446,                0.96491,                0.98067,                0.89789,                0.29942,                 0.8605,                0.12074,                0.29028,                0.73773,             0.00074864,             0.00074864,             0.00074864
                    319,                0.12202,                0.68181,                0.07176,                0.12463,                0.94618,                0.99909,                      1,                  0.995,                0.97995,                0.96465,                0.96491,                0.98122,                0.88836,                0.29518,                0.84763,                0.12223,                0.30145,                 0.7217,             0.00074468,             0.00074468,             0.00074468
                    320,                0.12228,                0.67743,                0.06691,                 0.1313,                0.95849,                      1,                      1,                  0.995,                0.97906,                0.96491,                0.96491,                0.98114,                0.89491,                0.29326,                0.79842,                0.11466,                0.34373,                0.72126,             0.00074072,             0.00074072,             0.00074072
                    321,                0.13666,                0.73368,                0.07633,                 0.1393,                0.91726,                0.99908,                      1,                  0.995,                0.97625,                0.98203,                0.98246,                 0.9905,                0.85139,                 0.2956,                 0.8339,                0.11603,                0.32259,                0.71883,             0.00073676,             0.00073676,             0.00073676
                    322,                0.12656,                0.72858,                0.07857,                0.13486,                0.93739,                0.99907,                      1,                  0.995,                0.97611,                0.98184,                0.98246,                 0.9905,                0.84878,                0.28437,                0.86853,                0.11549,                0.31104,                0.70383,              0.0007328,              0.0007328,              0.0007328
                    323,                0.12983,                0.67265,                0.07625,                0.13868,                0.94931,                0.99906,                      1,                  0.995,                0.98039,                0.98199,                0.98246,                0.99023,                0.86675,                0.27252,                0.81687,                0.11463,                0.31987,                0.68396,             0.00072884,             0.00072884,             0.00072884
                    324,                0.12546,                0.78812,                0.07291,                  0.135,                0.93989,                0.99919,                      1,                  0.995,                0.98294,                0.97519,                0.96491,                0.97981,                0.85164,                0.25234,                0.89782,                 0.1132,                0.25884,                0.64805,             0.00072488,             0.00072488,             0.00072488
                    325,                0.12026,                0.63632,                0.07021,                0.12439,                0.96272,                0.99935,                      1,                  0.995,                0.98408,                0.96054,                0.94737,                0.96756,                0.86828,                0.25085,                0.88099,                 0.1114,                0.25102,                0.64595,             0.00072092,             0.00072092,             0.00072092
                    326,                0.13058,                0.66683,                 0.0703,                0.13172,                0.94294,                0.99941,                      1,                  0.995,                0.98787,                0.96103,                0.94737,                0.96721,                0.85695,                0.25412,                0.95117,                0.11218,                0.27565,                0.65246,             0.00071696,             0.00071696,             0.00071696
                    327,                0.13491,                0.68516,                0.07424,                0.13324,                0.95427,                0.99939,                      1,                  0.995,                0.98332,                0.96075,                0.94737,                0.96889,                0.86379,                0.26153,                 1.0148,                0.11065,                0.31843,                0.67363,               0.000713,               0.000713,               0.000713
                    328,                0.13222,                0.65546,                0.07514,                0.13495,                0.95532,                0.99922,                      1,                  0.995,                0.98635,                 0.9603,                0.94737,                0.97108,                0.89835,                0.27219,                0.90109,                0.11231,                0.35632,                0.69867,             0.00070904,             0.00070904,             0.00070904
                    329,                0.12974,                0.64895,                0.07231,                0.13071,                 0.9475,                0.99911,                      1,                  0.995,                0.98656,                0.97528,                0.96491,                0.98094,                0.85908,                0.28336,                  0.908,                0.11431,                0.30212,                0.71086,             0.00070508,             0.00070508,             0.00070508
                    330,                0.12546,                0.70119,                0.07685,                0.12793,                0.95063,                0.99909,                      1,                  0.995,                0.98262,                0.98224,                0.98246,                0.99041,                0.88441,                0.29723,                0.87751,                0.11344,                0.38099,                0.74582,             0.00070112,             0.00070112,             0.00070112
                    331,                0.13245,                 0.6755,                0.07367,                0.13313,                0.93169,                0.99911,                      1,                  0.995,                0.97643,                0.96959,                0.96491,                 0.9805,                 0.8699,                 0.2939,                0.89149,                0.10841,                0.42763,                0.75235,             0.00069716,             0.00069716,             0.00069716
                    332,                0.12947,                0.65742,                 0.0687,                0.13549,                0.93796,                0.99911,                      1,                  0.995,                0.96933,                0.98295,                0.98246,                 0.9905,                0.87095,                    0.3,                 0.8571,                0.10407,                 0.3387,                0.77312,              0.0006932,              0.0006932,              0.0006932
                    333,                0.12611,                0.53377,                0.06972,                0.13435,                0.94758,                0.99907,                      1,                  0.995,                0.97329,                0.98224,                0.98246,                0.99041,                0.83919,                0.30008,                0.99477,                0.10598,                0.31054,                0.76923,             0.00068924,             0.00068924,             0.00068924
                    334,                0.12784,                0.66939,                0.07256,                0.13593,                0.93955,                0.99908,                      1,                  0.995,                0.97369,                 0.9646,                0.96491,                0.97773,                 0.8217,                0.29162,                 1.0136,                0.10612,                0.38273,                0.74947,             0.00068528,             0.00068528,             0.00068528
                    335,                0.12663,                0.70054,                 0.0723,                0.12303,                0.93205,                0.99909,                      1,                  0.995,                 0.9833,                0.94721,                0.94737,                 0.9665,                0.84576,                0.27702,                 1.0163,                0.11277,                0.52914,                0.71108,             0.00068132,             0.00068132,             0.00068132
                    336,                0.12715,                0.56497,                0.07382,                0.12686,                0.95651,                0.99868,                      1,                  0.995,                 0.9836,                0.95229,                0.94737,                0.96981,                0.89118,                0.27153,                0.91975,                0.11146,                0.48132,                  0.701,             0.00067736,             0.00067736,             0.00067736
                    337,                0.12956,                0.56606,                0.06775,                0.12762,                0.94669,                0.99892,                      1,                  0.995,                0.97793,                0.92882,                0.92982,                0.94138,                0.84079,                0.27481,                 1.2533,                0.10623,                0.43972,                0.68367,              0.0006734,              0.0006734,              0.0006734
